id,nombre,lat,lon
1267,Ubicacion1267,10.162859,-84.042671
1268,Ubicacion1268,10.106388,-84.337916
1269,Ubicacion1269,10.032605,-84.024736
1270,Ubicacion1270,10.05785,-84.082334
1271,Ubicacion1271,10.119773,-83.895049
1272,Ubicacion1272,9.913247,-84.313772
1273,Ubicacion1273,9.956875,-84.346828
1274,Ubicacion1274,10.161127,-83.98009
1275,Ubicacion1275,9.970433,-83.975847
1276,Ubicacion1276,10.032368,-83.827104
1277,Ubicacion1277,10.070069,-84.066965
1278,Ubicacion1278,9.771781,-84.229887
1279,Ubicacion1279,9.657083,-83.819892
1280,Ubicacion1280,10.130258,-84.368102
1281,Ubicacion1281,10.078347,-84.212844
1282,Ubicacion1282,10.139745,-83.992646
1283,Ubicacion1283,9.663705,-83.878976
1284,Ubicacion1284,10.084971,-84.078158
1285,Ubicacion1285,9.622244,-84.197899
1286,Ubicacion1286,9.863686,-84.125004
1287,Ubicacion1287,9.666436,-84.394787
1288,Ubicacion1288,10.146304,-84.033477
1289,Ubicacion1289,9.904697,-84.031824
1290,Ubicacion1290,9.796764,-83.89835
1291,Ubicacion1291,9.697892,-84.395305
1292,Ubicacion1292,9.643983,-84.010811
1293,Ubicacion1293,9.978646,-84.089774
1294,Ubicacion1294,10.196452,-84.048116
1295,Ubicacion1295,9.612754,-84.21032
1296,Ubicacion1296,9.936593,-83.930345
1297,Ubicacion1297,9.85461,-83.875867
1298,Ubicacion1298,10.01824,-84.363916
1299,Ubicacion1299,10.199329,-84.169429
1300,Ubicacion1300,9.968957,-83.902556
1301,Ubicacion1301,10.035258,-84.070928
1302,Ubicacion1302,10.065425,-84.375255
1303,Ubicacion1303,9.625602,-83.837676
1304,Ubicacion1304,9.807919,-84.380026
1305,Ubicacion1305,10.038927,-84.260539
1306,Ubicacion1306,9.872537,-84.294903
1307,Ubicacion1307,9.641244,-84.212974
1308,Ubicacion1308,10.119382,-83.821741
1309,Ubicacion1309,10.194827,-83.933822
1310,Ubicacion1310,9.821796,-83.856678
1311,Ubicacion1311,9.879611,-84.291928
1312,Ubicacion1312,10.074388,-84.26947
1313,Ubicacion1313,9.85706,-84.118589
1314,Ubicacion1314,9.651113,-84.139707
1315,Ubicacion1315,9.911069,-84.341717
1316,Ubicacion1316,10.1162,-84.328154
1317,Ubicacion1317,9.891612,-84.129111
1318,Ubicacion1318,9.60878,-84.327802
1319,Ubicacion1319,9.684355,-84.235313
1320,Ubicacion1320,9.887895,-83.892354
1321,Ubicacion1321,9.714436,-84.095599
1322,Ubicacion1322,9.630158,-84.279762
1323,Ubicacion1323,9.806378,-84.234243
1324,Ubicacion1324,10.150119,-83.862297
1325,Ubicacion1325,10.018484,-83.859958
1326,Ubicacion1326,9.94892,-84.138705
1327,Ubicacion1327,9.732932,-84.232878
1328,Ubicacion1328,9.930446,-84.391838
1329,Ubicacion1329,10.015157,-84.2019
1330,Ubicacion1330,9.81014,-83.812856
1331,Ubicacion1331,9.991731,-83.878069
1332,Ubicacion1332,9.883761,-83.916285
1333,Ubicacion1333,9.812529,-84.079141
1334,Ubicacion1334,9.842456,-84.390771
1335,Ubicacion1335,9.986225,-84.318327
1336,Ubicacion1336,10.050994,-84.298759
1337,Ubicacion1337,10.019118,-83.882475
1338,Ubicacion1338,9.71475,-84.323523
1339,Ubicacion1339,10.018839,-84.294285
1340,Ubicacion1340,9.819237,-83.982217
1341,Ubicacion1341,9.911999,-84.016134
1342,Ubicacion1342,9.873031,-84.14831
1343,Ubicacion1343,10.099137,-84.322104
1344,Ubicacion1344,9.671473,-83.893083
1345,Ubicacion1345,10.157236,-84.163317
1346,Ubicacion1346,10.008149,-83.841705
1347,Ubicacion1347,10.165771,-84.299094
1348,Ubicacion1348,9.755235,-84.200612
1349,Ubicacion1349,9.751688,-84.254086
1350,Ubicacion1350,9.65731,-83.923656
1351,Ubicacion1351,10.150132,-83.861709
1352,Ubicacion1352,10.056789,-84.108071
1353,Ubicacion1353,10.063666,-84.079081
1354,Ubicacion1354,9.797098,-84.175618
1355,Ubicacion1355,9.781154,-83.964024
1356,Ubicacion1356,9.733113,-83.996051
1357,Ubicacion1357,9.901268,-83.853537
1358,Ubicacion1358,10.060592,-83.809525
1359,Ubicacion1359,10.194308,-84.260576
1360,Ubicacion1360,9.910448,-84.398925
1361,Ubicacion1361,9.709409,-84.261955
1362,Ubicacion1362,10.130395,-83.877548
1363,Ubicacion1363,10.176606,-83.829296
1364,Ubicacion1364,10.095618,-84.266981
1365,Ubicacion1365,10.076955,-84.358865
1366,Ubicacion1366,9.906768,-84.097547
1367,Ubicacion1367,9.679659,-83.914091
1368,Ubicacion1368,10.181172,-84.317021
1369,Ubicacion1369,10.197131,-84.20216
1370,Ubicacion1370,10.108604,-84.343196
1371,Ubicacion1371,9.766282,-84.327304
1372,Ubicacion1372,10.153197,-84.331146
1373,Ubicacion1373,9.923332,-83.90726
1374,Ubicacion1374,9.718348,-84.275536
1375,Ubicacion1375,10.032925,-83.915078
1376,Ubicacion1376,9.90009,-84.277402
1377,Ubicacion1377,9.640685,-84.13332
1378,Ubicacion1378,9.906257,-83.960786
1379,Ubicacion1379,10.11796,-83.938029
1380,Ubicacion1380,10.080684,-84.334924
1381,Ubicacion1381,9.822831,-84.051942
1382,Ubicacion1382,9.625441,-83.994682
1383,Ubicacion1383,10.196735,-84.011631
1384,Ubicacion1384,9.891519,-83.828478
1385,Ubicacion1385,9.779337,-83.824535
1386,Ubicacion1386,10.15188,-84.158525
1387,Ubicacion1387,10.180493,-84.210092
1388,Ubicacion1388,10.172829,-84.189287
1389,Ubicacion1389,9.610914,-83.827822
1390,Ubicacion1390,9.713047,-84.168692
1391,Ubicacion1391,9.984332,-84.242115
1392,Ubicacion1392,9.619169,-84.265207
1393,Ubicacion1393,9.975468,-84.040545
1394,Ubicacion1394,9.929325,-83.845938
1395,Ubicacion1395,9.776249,-84.087872
1396,Ubicacion1396,9.64689,-84.157732
1397,Ubicacion1397,10.01147,-83.969902
1398,Ubicacion1398,10.005444,-84.126819
1399,Ubicacion1399,10.085612,-84.303606
1400,Ubicacion1400,9.893552,-84.284544
1401,Ubicacion1401,10.134507,-84.315606
1402,Ubicacion1402,10.14543,-84.293263
1403,Ubicacion1403,9.748435,-84.025155
1404,Ubicacion1404,9.691281,-84.081539
1405,Ubicacion1405,10.017269,-84.252276
1406,Ubicacion1406,9.936035,-84.184238
1407,Ubicacion1407,9.637172,-84.097749
1408,Ubicacion1408,9.699546,-84.29113
1409,Ubicacion1409,9.62407,-83.846635
1410,Ubicacion1410,10.124546,-83.829243
1411,Ubicacion1411,10.017371,-84.133669
1412,Ubicacion1412,9.884628,-83.808243
1413,Ubicacion1413,9.652008,-84.250886
1414,Ubicacion1414,10.062484,-84.055289
1415,Ubicacion1415,9.803265,-84.318129
1416,Ubicacion1416,9.892607,-84.151847
1417,Ubicacion1417,9.883846,-84.08886
1418,Ubicacion1418,9.955088,-83.902459
1419,Ubicacion1419,9.81696,-84.244149
1420,Ubicacion1420,9.795434,-84.033723
1421,Ubicacion1421,9.638682,-84.021197
1422,Ubicacion1422,9.76538,-83.869783
1423,Ubicacion1423,9.97261,-83.899838
1424,Ubicacion1424,10.066541,-84.276576
1425,Ubicacion1425,10.196044,-83.857809
1426,Ubicacion1426,9.688102,-84.128561
1427,Ubicacion1427,9.724199,-84.193034
1428,Ubicacion1428,9.946514,-83.917899
1429,Ubicacion1429,10.160226,-83.803985
1430,Ubicacion1430,10.129666,-84.221468
1431,Ubicacion1431,9.817828,-84.273803
1432,Ubicacion1432,10.080086,-84.346023
1433,Ubicacion1433,9.730317,-83.907933
1434,Ubicacion1434,9.8038,-84.294826
1435,Ubicacion1435,9.648082,-83.93716
1436,Ubicacion1436,9.911684,-84.313471
1437,Ubicacion1437,9.749901,-83.807213
1438,Ubicacion1438,10.106221,-83.85551
1439,Ubicacion1439,9.787766,-83.878285
1440,Ubicacion1440,9.924433,-84.377713
1441,Ubicacion1441,10.190486,-84.307806
1442,Ubicacion1442,9.757485,-84.053568
1443,Ubicacion1443,9.966337,-84.070224
1444,Ubicacion1444,9.770371,-83.941886
1445,Ubicacion1445,9.942814,-84.141
1446,Ubicacion1446,9.629988,-84.035423
1447,Ubicacion1447,9.671309,-84.283858
1448,Ubicacion1448,9.871682,-84.167881
1449,Ubicacion1449,9.951579,-84.051702
1450,Ubicacion1450,9.992381,-83.868491
1451,Ubicacion1451,10.087744,-84.326481
1452,Ubicacion1452,9.683094,-83.902553
1453,Ubicacion1453,10.196098,-84.135002
1454,Ubicacion1454,9.603318,-84.003501
1455,Ubicacion1455,10.09414,-84.06326
1456,Ubicacion1456,9.75836,-84.309388
1457,Ubicacion1457,9.622768,-84.170737
1458,Ubicacion1458,9.848326,-84.043512
1459,Ubicacion1459,9.60734,-83.898977
1460,Ubicacion1460,9.895509,-84.286798
1461,Ubicacion1461,9.752935,-83.984137
1462,Ubicacion1462,9.634797,-83.92321
1463,Ubicacion1463,10.066256,-83.878645
1464,Ubicacion1464,10.063679,-84.324572
1465,Ubicacion1465,9.779194,-83.810686
1466,Ubicacion1466,9.753083,-83.820681
1467,Ubicacion1467,10.100703,-84.248222
1468,Ubicacion1468,10.194641,-83.990726
1469,Ubicacion1469,9.755981,-83.840529
1470,Ubicacion1470,9.978763,-83.969842
1471,Ubicacion1471,10.047138,-84.087667
1472,Ubicacion1472,9.657615,-84.171086
1473,Ubicacion1473,10.12713,-83.937928
1474,Ubicacion1474,10.132941,-83.804605
1475,Ubicacion1475,9.979954,-84.222798
1476,Ubicacion1476,9.756406,-83.805952
1477,Ubicacion1477,9.615918,-84.345858
1478,Ubicacion1478,9.675232,-83.917236
1479,Ubicacion1479,9.930421,-83.89591
1480,Ubicacion1480,9.989536,-84.084807
1481,Ubicacion1481,10.093918,-84.338071
1482,Ubicacion1482,10.107616,-84.308825
1483,Ubicacion1483,10.051717,-84.178074
1484,Ubicacion1484,10.085425,-84.186454
1485,Ubicacion1485,9.742976,-84.287244
1486,Ubicacion1486,10.192474,-84.275914
1487,Ubicacion1487,10.175145,-83.924659
1488,Ubicacion1488,9.843779,-83.800129
1489,Ubicacion1489,9.889594,-84.014245
1490,Ubicacion1490,9.624494,-84.074619
1491,Ubicacion1491,9.942688,-83.893714
1492,Ubicacion1492,10.031637,-84.121251
1493,Ubicacion1493,10.056127,-84.34442
1494,Ubicacion1494,9.853171,-84.189562
1495,Ubicacion1495,9.96798,-84.202346
1496,Ubicacion1496,9.687284,-84.220474
1497,Ubicacion1497,9.790646,-83.956665
1498,Ubicacion1498,9.794779,-84.031541
1499,Ubicacion1499,9.760526,-83.991723
1500,Ubicacion1500,9.952344,-83.932149
1501,Ubicacion1501,9.691325,-84.276584
1502,Ubicacion1502,9.619664,-84.379505
1503,Ubicacion1503,9.838899,-83.804831
1504,Ubicacion1504,9.698514,-83.810547
1505,Ubicacion1505,9.978905,-83.840136
1506,Ubicacion1506,9.980476,-83.808993
1507,Ubicacion1507,10.02583,-84.21151
1508,Ubicacion1508,10.046631,-84.038128
1509,Ubicacion1509,9.651176,-83.936855
1510,Ubicacion1510,9.99687,-84.211338
1511,Ubicacion1511,9.762225,-83.832446
1512,Ubicacion1512,10.035196,-83.995246
1513,Ubicacion1513,10.103529,-83.916167
1514,Ubicacion1514,9.642329,-84.280011
1515,Ubicacion1515,10.000967,-84.008396
1516,Ubicacion1516,9.70262,-84.017359
1517,Ubicacion1517,9.99283,-83.994093
1518,Ubicacion1518,9.62451,-83.896546
1519,Ubicacion1519,10.012346,-84.039011
1520,Ubicacion1520,10.008497,-83.837367
1521,Ubicacion1521,10.043651,-84.132822
1522,Ubicacion1522,10.100054,-84.123349
1523,Ubicacion1523,9.992193,-84.261837
1524,Ubicacion1524,9.761119,-84.09239
1525,Ubicacion1525,9.619488,-84.382002
1526,Ubicacion1526,9.612895,-83.849115
1527,Ubicacion1527,9.639493,-84.310877
1528,Ubicacion1528,9.757571,-83.956774
1529,Ubicacion1529,10.136082,-84.305914
1530,Ubicacion1530,10.02612,-84.121339
1531,Ubicacion1531,9.969815,-84.325833
1532,Ubicacion1532,9.637428,-83.888566
1533,Ubicacion1533,9.703081,-83.987381
1534,Ubicacion1534,9.788644,-84.161462
1535,Ubicacion1535,9.625124,-84.160157
1536,Ubicacion1536,9.861448,-84.172899
1537,Ubicacion1537,9.678832,-84.1413
1538,Ubicacion1538,10.107689,-84.243209
1539,Ubicacion1539,10.122359,-83.911379
1540,Ubicacion1540,10.123468,-84.237256
1541,Ubicacion1541,10.085625,-83.974489
1542,Ubicacion1542,9.90567,-84.377107
1543,Ubicacion1543,9.63275,-84.020814
1544,Ubicacion1544,10.072415,-83.855531
1545,Ubicacion1545,9.646448,-84.242551
1546,Ubicacion1546,9.639056,-84.162383
1547,Ubicacion1547,9.928788,-84.079921
1548,Ubicacion1548,10.187814,-84.177135
1549,Ubicacion1549,9.879879,-84.191865
1550,Ubicacion1550,10.17471,-84.181275
1551,Ubicacion1551,9.885469,-84.242758
1552,Ubicacion1552,9.852782,-84.294507
1553,Ubicacion1553,9.699445,-84.31469
1554,Ubicacion1554,9.686769,-83.802335
1555,Ubicacion1555,9.840972,-83.916116
1556,Ubicacion1556,9.678417,-84.004169
1557,Ubicacion1557,9.663121,-84.346942
1558,Ubicacion1558,9.642491,-84.328466
1559,Ubicacion1559,9.788326,-83.947995
1560,Ubicacion1560,10.124365,-83.979453
1561,Ubicacion1561,9.633231,-84.232847
1562,Ubicacion1562,9.863253,-84.208796
1563,Ubicacion1563,9.851207,-83.926843
1564,Ubicacion1564,10.114458,-84.222301
1565,Ubicacion1565,9.735609,-84.144154
1566,Ubicacion1566,10.054221,-84.024124
1567,Ubicacion1567,9.983502,-83.873807
1568,Ubicacion1568,9.838327,-84.19668
1569,Ubicacion1569,9.84035,-84.344856
1570,Ubicacion1570,10.104914,-83.816826
1571,Ubicacion1571,9.934589,-84.317207
1572,Ubicacion1572,9.84037,-83.826302
1573,Ubicacion1573,9.78656,-84.069631
1574,Ubicacion1574,9.717175,-84.057433
1575,Ubicacion1575,10.079816,-83.892976
1576,Ubicacion1576,9.700102,-84.39779
1577,Ubicacion1577,10.013051,-84.142981
1578,Ubicacion1578,9.969334,-84.12651
1579,Ubicacion1579,9.753288,-83.885795
1580,Ubicacion1580,9.695406,-83.802578
1581,Ubicacion1581,9.647132,-84.385919
1582,Ubicacion1582,10.111185,-84.03243
1583,Ubicacion1583,9.786842,-84.085432
1584,Ubicacion1584,9.73245,-84.284609
1585,Ubicacion1585,10.122625,-84.179054
1586,Ubicacion1586,9.662523,-84.144678
1587,Ubicacion1587,9.815637,-84.290126
1588,Ubicacion1588,9.854854,-84.372107
1589,Ubicacion1589,9.92283,-84.041028
1590,Ubicacion1590,10.037846,-84.279737
1591,Ubicacion1591,10.110256,-83.801557
1592,Ubicacion1592,9.787477,-83.914351
1593,Ubicacion1593,9.663289,-84.177119
1594,Ubicacion1594,9.900637,-84.380293
1595,Ubicacion1595,9.696128,-84.026476
1596,Ubicacion1596,9.793761,-84.071562
1597,Ubicacion1597,9.865276,-83.911148
1598,Ubicacion1598,9.789794,-84.248918
1599,Ubicacion1599,10.022144,-84.10384
1600,Ubicacion1600,9.841639,-84.16548
1601,Ubicacion1601,9.649476,-83.889304
1602,Ubicacion1602,10.136527,-84.097022
1603,Ubicacion1603,10.117714,-84.272536
1604,Ubicacion1604,10.070569,-84.045669
1605,Ubicacion1605,10.178568,-84.180073
1606,Ubicacion1606,9.886187,-84.142951
1607,Ubicacion1607,9.972736,-83.861053
1608,Ubicacion1608,9.6157,-83.993696
1609,Ubicacion1609,9.704947,-84.060053
1610,Ubicacion1610,9.739429,-84.174402
1611,Ubicacion1611,10.075403,-84.183785
1612,Ubicacion1612,10.008887,-84.11647
1613,Ubicacion1613,9.906533,-84.177858
1614,Ubicacion1614,9.62732,-84.256678
1615,Ubicacion1615,10.005478,-84.078572
1616,Ubicacion1616,9.684387,-83.935415
1617,Ubicacion1617,10.036033,-84.094362
1618,Ubicacion1618,9.839548,-84.054794
1619,Ubicacion1619,10.013295,-83.993623
1620,Ubicacion1620,10.079539,-83.994396
1621,Ubicacion1621,10.098963,-84.008668
1622,Ubicacion1622,9.61056,-84.36432
1623,Ubicacion1623,9.904763,-84.208295
1624,Ubicacion1624,9.815867,-84.176234
1625,Ubicacion1625,10.111947,-84.396279
1626,Ubicacion1626,9.854072,-84.38513
1627,Ubicacion1627,10.095695,-83.957156
1628,Ubicacion1628,9.902868,-83.958082
1629,Ubicacion1629,10.015471,-84.108095
1630,Ubicacion1630,10.19839,-84.123012
1631,Ubicacion1631,10.0511,-83.99498
1632,Ubicacion1632,10.120508,-84.031222
1633,Ubicacion1633,9.774683,-84.200309
1634,Ubicacion1634,9.7177,-84.111284
1635,Ubicacion1635,9.90146,-83.84395
1636,Ubicacion1636,9.695295,-84.20923
1637,Ubicacion1637,10.111536,-84.205566
1638,Ubicacion1638,10.14481,-83.807262
1639,Ubicacion1639,9.843511,-84.300458
1640,Ubicacion1640,9.625495,-84.149521
1641,Ubicacion1641,9.775666,-84.217154
1642,Ubicacion1642,9.882811,-83.905446
1643,Ubicacion1643,9.755437,-83.974024
1644,Ubicacion1644,9.721025,-83.92007
1645,Ubicacion1645,10.005903,-84.258654
1646,Ubicacion1646,9.916239,-83.823174
1647,Ubicacion1647,9.699321,-84.10728
1648,Ubicacion1648,9.713346,-84.05259
1649,Ubicacion1649,9.626437,-84.150525
1650,Ubicacion1650,10.140472,-84.354017
1651,Ubicacion1651,9.807654,-84.217298
1652,Ubicacion1652,9.627295,-83.858271
1653,Ubicacion1653,9.933096,-84.241814
1654,Ubicacion1654,10.153043,-84.3309
1655,Ubicacion1655,9.872115,-84.172053
1656,Ubicacion1656,9.806687,-84.21793
1657,Ubicacion1657,9.954425,-84.206116
1658,Ubicacion1658,9.746401,-83.898098
1659,Ubicacion1659,9.742389,-83.967049
1660,Ubicacion1660,10.139747,-84.065072
1661,Ubicacion1661,9.894192,-84.088916
1662,Ubicacion1662,9.779217,-84.060813
1663,Ubicacion1663,10.166315,-84.197977
1664,Ubicacion1664,9.600779,-84.010491
1665,Ubicacion1665,10.068041,-84.397933
1666,Ubicacion1666,10.054057,-84.219697
1667,Ubicacion1667,9.70795,-84.03836
1668,Ubicacion1668,10.055868,-84.142691
1669,Ubicacion1669,9.922966,-84.398938
1670,Ubicacion1670,9.746107,-84.209737
1671,Ubicacion1671,10.16863,-84.323451
1672,Ubicacion1672,9.854647,-83.90045
1673,Ubicacion1673,9.853273,-83.882218
1674,Ubicacion1674,10.165801,-84.002587
1675,Ubicacion1675,9.614444,-84.026122
1676,Ubicacion1676,9.722232,-84.171846
1677,Ubicacion1677,9.786463,-84.004941
1678,Ubicacion1678,10.135258,-83.820293
1679,Ubicacion1679,9.781489,-83.994705
1680,Ubicacion1680,10.078889,-84.352616
1681,Ubicacion1681,9.687386,-83.800022
1682,Ubicacion1682,9.943135,-84.070176
1683,Ubicacion1683,9.617882,-83.891107
1684,Ubicacion1684,9.80221,-84.277649
1685,Ubicacion1685,9.891222,-83.9049
1686,Ubicacion1686,9.845313,-83.922999
1687,Ubicacion1687,9.640214,-84.229154
1688,Ubicacion1688,9.94888,-83.996392
1689,Ubicacion1689,9.796479,-84.215834
1690,Ubicacion1690,10.127971,-84.10896
1691,Ubicacion1691,10.056712,-84.097283
1692,Ubicacion1692,9.774372,-84.065853
1693,Ubicacion1693,10.005614,-84.328886
1694,Ubicacion1694,9.648946,-84.105879
1695,Ubicacion1695,9.967108,-84.302368
1696,Ubicacion1696,10.194204,-84.356894
1697,Ubicacion1697,9.692997,-84.31262
1698,Ubicacion1698,10.08718,-83.91175
1699,Ubicacion1699,10.168537,-84.139102
1700,Ubicacion1700,10.036406,-84.068303
1701,Ubicacion1701,10.110899,-84.017723
1702,Ubicacion1702,10.130883,-84.052634
1703,Ubicacion1703,9.64909,-84.16026
1704,Ubicacion1704,10.013937,-84.117256
1705,Ubicacion1705,9.907433,-84.024577
1706,Ubicacion1706,9.922073,-83.997325
1707,Ubicacion1707,9.968544,-84.30568
1708,Ubicacion1708,9.894932,-84.216036
1709,Ubicacion1709,10.022981,-83.821792
1710,Ubicacion1710,9.725422,-84.210911
1711,Ubicacion1711,9.957575,-84.237618
1712,Ubicacion1712,9.849855,-84.304791
1713,Ubicacion1713,9.794709,-84.271324
1714,Ubicacion1714,9.843419,-83.916054
1715,Ubicacion1715,10.150045,-84.267801
1716,Ubicacion1716,10.02102,-84.043269
1717,Ubicacion1717,9.665984,-83.838244
1718,Ubicacion1718,9.916467,-83.939459
1719,Ubicacion1719,9.912018,-84.170164
1720,Ubicacion1720,10.056276,-83.8539
1721,Ubicacion1721,9.772794,-84.157858
1722,Ubicacion1722,10.186588,-84.165833
1723,Ubicacion1723,9.689512,-84.111116
1724,Ubicacion1724,9.839028,-84.206051
1725,Ubicacion1725,10.01521,-84.209526
1726,Ubicacion1726,9.965862,-84.025962
1727,Ubicacion1727,9.764075,-84.336139
1728,Ubicacion1728,9.928655,-84.344608
1729,Ubicacion1729,9.611052,-84.074059
1730,Ubicacion1730,10.160778,-84.325758
1731,Ubicacion1731,9.807966,-84.309882
1732,Ubicacion1732,10.097796,-83.860202
1733,Ubicacion1733,9.603236,-84.176216
1734,Ubicacion1734,9.898202,-83.89931
1735,Ubicacion1735,9.60662,-84.291329
1736,Ubicacion1736,10.032157,-84.148282
1737,Ubicacion1737,9.611132,-84.259309
1738,Ubicacion1738,9.661376,-84.100029
1739,Ubicacion1739,9.950299,-84.392392
1740,Ubicacion1740,9.931378,-84.277803
1741,Ubicacion1741,10.092064,-84.285608
1742,Ubicacion1742,9.67216,-84.170561
1743,Ubicacion1743,9.917,-84.017289
1744,Ubicacion1744,9.671717,-83.9016
1745,Ubicacion1745,9.710199,-83.95245
1746,Ubicacion1746,9.855588,-84.043607
1747,Ubicacion1747,9.929616,-84.04496
1748,Ubicacion1748,10.034464,-84.052756
1749,Ubicacion1749,10.013313,-84.189041
1750,Ubicacion1750,9.986056,-84.20412
1751,Ubicacion1751,9.956854,-84.21434
1752,Ubicacion1752,9.865896,-84.206721
1753,Ubicacion1753,9.92907,-84.210208
1754,Ubicacion1754,9.900885,-84.061009
1755,Ubicacion1755,10.128712,-84.350245
1756,Ubicacion1756,9.618242,-84.296474
1757,Ubicacion1757,9.744953,-83.858539
1758,Ubicacion1758,9.610199,-84.381262
1759,Ubicacion1759,9.900399,-84.298557
1760,Ubicacion1760,9.634518,-84.107593
1761,Ubicacion1761,10.1803,-84.344029
1762,Ubicacion1762,9.90684,-83.854081
1763,Ubicacion1763,9.641741,-83.872579
1764,Ubicacion1764,9.768874,-84.115095
1765,Ubicacion1765,9.767249,-84.261647
1766,Ubicacion1766,9.975586,-83.872346
1767,Ubicacion1767,9.946518,-83.945493
1768,Ubicacion1768,10.175539,-83.896424
1769,Ubicacion1769,10.109187,-84.376299
1770,Ubicacion1770,10.092683,-83.905301
1771,Ubicacion1771,10.063414,-84.189308
1772,Ubicacion1772,10.060839,-84.07034
1773,Ubicacion1773,9.894863,-83.80301
1774,Ubicacion1774,10.12544,-83.84482
1775,Ubicacion1775,9.827599,-84.307947
1776,Ubicacion1776,9.943094,-84.199022
1777,Ubicacion1777,9.653125,-84.34335
1778,Ubicacion1778,10.175717,-84.326919
1779,Ubicacion1779,10.038736,-83.939744
1780,Ubicacion1780,9.841169,-84.146283
1781,Ubicacion1781,9.628573,-83.818782
1782,Ubicacion1782,9.76354,-84.177964
1783,Ubicacion1783,10.101147,-84.317028
1784,Ubicacion1784,10.087723,-84.390597
1785,Ubicacion1785,10.002442,-84.115563
1786,Ubicacion1786,9.877884,-84.005288
1787,Ubicacion1787,9.852303,-83.981845
1788,Ubicacion1788,9.642982,-84.09254
1789,Ubicacion1789,9.88771,-84.190227
1790,Ubicacion1790,10.079983,-83.978562
1791,Ubicacion1791,9.719215,-84.24924
1792,Ubicacion1792,10.150035,-84.179091
1793,Ubicacion1793,9.897209,-83.939355
1794,Ubicacion1794,9.814087,-84.034168
1795,Ubicacion1795,9.872239,-83.9098
1796,Ubicacion1796,9.902639,-84.1562
1797,Ubicacion1797,9.638488,-83.94545
1798,Ubicacion1798,9.776917,-84.256551
1799,Ubicacion1799,9.604356,-83.822176
1800,Ubicacion1800,9.713513,-84.159844
1801,Ubicacion1801,10.133625,-84.154751
1802,Ubicacion1802,9.724919,-84.265794
1803,Ubicacion1803,9.98275,-84.205523
1804,Ubicacion1804,10.135363,-84.371288
1805,Ubicacion1805,10.064121,-83.814444
1806,Ubicacion1806,10.141835,-83.920006
1807,Ubicacion1807,9.904129,-83.961321
1808,Ubicacion1808,9.856326,-84.172783
1809,Ubicacion1809,9.903546,-84.057616
1810,Ubicacion1810,9.849313,-84.343989
1811,Ubicacion1811,10.17652,-84.070158
1812,Ubicacion1812,9.690108,-84.144626
1813,Ubicacion1813,9.805583,-84.210314
1814,Ubicacion1814,9.902915,-83.943881
1815,Ubicacion1815,9.879864,-84.25527
1816,Ubicacion1816,9.765914,-83.997843
1817,Ubicacion1817,10.148195,-83.859927
1818,Ubicacion1818,9.79659,-84.3511
1819,Ubicacion1819,9.619248,-84.210609
1820,Ubicacion1820,9.660403,-84.333839
1821,Ubicacion1821,9.923921,-84.33074
1822,Ubicacion1822,9.995761,-83.971773
1823,Ubicacion1823,9.762734,-83.822676
1824,Ubicacion1824,9.860778,-83.836539
1825,Ubicacion1825,9.634469,-83.945215
1826,Ubicacion1826,9.68256,-84.217482
1827,Ubicacion1827,9.824152,-84.362495
1828,Ubicacion1828,9.835188,-83.886134
1829,Ubicacion1829,10.054757,-84.094697
1830,Ubicacion1830,9.832062,-83.871991
1831,Ubicacion1831,10.147021,-84.194054
1832,Ubicacion1832,9.714554,-84.264869
1833,Ubicacion1833,10.056499,-84.355968
1834,Ubicacion1834,9.911824,-84.344173
1835,Ubicacion1835,10.059791,-84.389533
1836,Ubicacion1836,10.086856,-83.931327
1837,Ubicacion1837,9.690717,-84.14186
1838,Ubicacion1838,9.841644,-83.880586
1839,Ubicacion1839,9.712218,-83.833893
1840,Ubicacion1840,10.11838,-84.07618
1841,Ubicacion1841,10.016005,-84.034628
1842,Ubicacion1842,9.816902,-83.807288
1843,Ubicacion1843,9.908617,-84.152423
1844,Ubicacion1844,9.667178,-84.298279
1845,Ubicacion1845,9.628327,-84.183293
1846,Ubicacion1846,10.171025,-84.003745
1847,Ubicacion1847,9.755259,-84.04381
1848,Ubicacion1848,10.042798,-84.082698
1849,Ubicacion1849,10.112519,-84.232162
1850,Ubicacion1850,9.74132,-83.956912
1851,Ubicacion1851,9.859291,-84.239
1852,Ubicacion1852,9.975439,-84.281683
1853,Ubicacion1853,9.628345,-83.969699
1854,Ubicacion1854,9.885533,-84.244473
1855,Ubicacion1855,10.007247,-84.198256
1856,Ubicacion1856,9.74629,-84.110361
1857,Ubicacion1857,9.764158,-84.20944
1858,Ubicacion1858,10.12994,-83.877331
1859,Ubicacion1859,9.721077,-83.977736
1860,Ubicacion1860,9.666585,-84.368176
1861,Ubicacion1861,9.805248,-83.876749
1862,Ubicacion1862,9.726929,-84.288142
1863,Ubicacion1863,9.759356,-83.868488
1864,Ubicacion1864,9.947182,-84.222806
1865,Ubicacion1865,10.102312,-84.062538
1866,Ubicacion1866,10.193163,-83.983664
1867,Ubicacion1867,10.030348,-84.072148
1868,Ubicacion1868,10.198668,-84.292988
1869,Ubicacion1869,9.893376,-84.184709
1870,Ubicacion1870,9.917841,-84.26795
1871,Ubicacion1871,9.845433,-84.043028
1872,Ubicacion1872,10.074217,-83.950344
1873,Ubicacion1873,9.618825,-84.203721
1874,Ubicacion1874,10.028273,-83.975978
