desde_tipo,desde_id,relacion,hasta_tipo,hasta_id,km,tiempo_min
Ubicacion,1085,CONECTA_CON,Ubicacion,2540,7.4,18.45
Ubicacion,1086,CONECTA_CON,Ubicacion,4883,1.54,1.72
Ubicacion,1086,CONECTA_CON,Ubicacion,2444,9.96,10.12
Ubicacion,1086,CONECTA_CON,Ubicacion,806,7.63,12.46
Ubicacion,1087,CONECTA_CON,Ubicacion,4139,1.56,2.18
Ubicacion,1087,CONECTA_CON,Ubicacion,823,4.8,4.99
Ubicacion,1087,CONECTA_CON,Ubicacion,3616,6.79,18.26
Ubicacion,1088,CONECTA_CON,Ubicacion,2405,0.85,1.44
Ubicacion,1088,CONECTA_CON,Ubicacion,1673,7.65,9.81
Ubicacion,1088,CONECTA_CON,Ubicacion,4378,1.6,3.83
Ubicacion,1089,CONECTA_CON,Ubicacion,4996,6.75,16.02
Ubicacion,1089,CONECTA_CON,Ubicacion,910,8.06,12.27
Ubicacion,1089,CONECTA_CON,Ubicacion,39,2.68,2.94
Ubicacion,1090,CONECTA_CON,Ubicacion,2463,5.88,14.98
Ubicacion,1090,CONECTA_CON,Ubicacion,2907,8.43,9.33
Ubicacion,1090,CONECTA_CON,Ubicacion,1735,9.69,13.55
Ubicacion,1091,CONECTA_CON,Ubicacion,3397,1.84,2.83
Ubicacion,1091,CONECTA_CON,Ubicacion,204,6.78,16.96
Ubicacion,1091,CONECTA_CON,Ubicacion,1496,2.6,2.65
Ubicacion,1092,CONECTA_CON,Ubicacion,4841,4.91,12.39
Ubicacion,1092,CONECTA_CON,Ubicacion,3525,6.74,12.52
Ubicacion,1092,CONECTA_CON,Ubicacion,3127,1.57,2.12
Ubicacion,1093,CONECTA_CON,Ubicacion,1758,9.63,18.42
Ubicacion,1093,CONECTA_CON,Ubicacion,3738,3.2,4.42
Ubicacion,1093,CONECTA_CON,Ubicacion,4024,6.24,7.51
Ubicacion,1094,CONECTA_CON,Ubicacion,4104,8.86,22.48
Ubicacion,1094,CONECTA_CON,Ubicacion,4232,2.71,4.78
Ubicacion,1094,CONECTA_CON,Ubicacion,4612,3.24,5.25
Ubicacion,1095,CONECTA_CON,Ubicacion,2007,6.69,7.37
Ubicacion,1095,CONECTA_CON,Ubicacion,779,7.09,11.96
Ubicacion,1095,CONECTA_CON,Ubicacion,2156,7.68,8.48
Ubicacion,1096,CONECTA_CON,Ubicacion,2852,2.09,2.42
Ubicacion,1096,CONECTA_CON,Ubicacion,3580,5.39,7.88
Ubicacion,1096,CONECTA_CON,Ubicacion,2819,5.09,10.96
Ubicacion,1097,CONECTA_CON,Ubicacion,2657,8.76,11.49
Ubicacion,1097,CONECTA_CON,Ubicacion,3267,1.58,3.91
Ubicacion,1097,CONECTA_CON,Ubicacion,1537,6.44,12.82
Ubicacion,1098,CONECTA_CON,Ubicacion,2932,1.76,3.19
Ubicacion,1098,CONECTA_CON,Ubicacion,234,8.25,11.36
Ubicacion,1098,CONECTA_CON,Ubicacion,4746,9.2,12.39
Ubicacion,1099,CONECTA_CON,Ubicacion,1636,7.36,12.4
Ubicacion,1099,CONECTA_CON,Ubicacion,3882,0.84,1.74
Ubicacion,1099,CONECTA_CON,Ubicacion,1107,1.33,2.56
Ubicacion,1100,CONECTA_CON,Ubicacion,2846,4.47,5.91
Ubicacion,1100,CONECTA_CON,Ubicacion,3757,7.7,16.98
Ubicacion,1100,CONECTA_CON,Ubicacion,4939,4.97,7.36
Ubicacion,1101,CONECTA_CON,Ubicacion,3940,9.74,21.14
Ubicacion,1101,CONECTA_CON,Ubicacion,4887,8.95,9.24
Ubicacion,1101,CONECTA_CON,Ubicacion,3312,0.69,0.84
Ubicacion,1102,CONECTA_CON,Ubicacion,2841,3.88,5.98
Ubicacion,1102,CONECTA_CON,Ubicacion,2719,7.78,8.49
Ubicacion,1102,CONECTA_CON,Ubicacion,2873,6.92,13.24
Ubicacion,1103,CONECTA_CON,Ubicacion,529,9.94,21.86
Ubicacion,1103,CONECTA_CON,Ubicacion,4415,7.2,7.29
Ubicacion,1103,CONECTA_CON,Ubicacion,1510,6.48,10.08
Ubicacion,1104,CONECTA_CON,Ubicacion,1126,8.59,9.42
Ubicacion,1104,CONECTA_CON,Ubicacion,736,8.77,10.5
Ubicacion,1104,CONECTA_CON,Ubicacion,1436,5.09,5.8
Ubicacion,1105,CONECTA_CON,Ubicacion,549,5.45,6.25
Ubicacion,1105,CONECTA_CON,Ubicacion,3205,6.37,9.88
Ubicacion,1105,CONECTA_CON,Ubicacion,3126,1.96,2.83
Ubicacion,1106,CONECTA_CON,Ubicacion,3381,9.45,20.29
Ubicacion,1106,CONECTA_CON,Ubicacion,4341,5.63,7.39
Ubicacion,1106,CONECTA_CON,Ubicacion,3413,1.97,3.64
Ubicacion,1107,CONECTA_CON,Ubicacion,600,1.36,2.57
Ubicacion,1107,CONECTA_CON,Ubicacion,4927,1.55,1.96
Ubicacion,1107,CONECTA_CON,Ubicacion,3321,8.8,9.08
Ubicacion,1108,CONECTA_CON,Ubicacion,307,9.62,24.61
Ubicacion,1108,CONECTA_CON,Ubicacion,2723,6.17,10.51
Ubicacion,1108,CONECTA_CON,Ubicacion,1863,3.1,6.01
Ubicacion,1109,CONECTA_CON,Ubicacion,3768,3.59,9.6
Ubicacion,1109,CONECTA_CON,Ubicacion,3778,1.53,2.24
Ubicacion,1109,CONECTA_CON,Ubicacion,333,5.32,10.87
Ubicacion,1110,CONECTA_CON,Ubicacion,2452,7.9,22.37
Ubicacion,1110,CONECTA_CON,Ubicacion,2149,7.0,8.01
Ubicacion,1110,CONECTA_CON,Ubicacion,3375,6.52,7.42
Ubicacion,1111,CONECTA_CON,Ubicacion,4423,5.4,9.21
Ubicacion,1111,CONECTA_CON,Ubicacion,4588,5.45,9.11
Ubicacion,1111,CONECTA_CON,Ubicacion,31,2.25,3.78
Ubicacion,1112,CONECTA_CON,Ubicacion,3248,3.91,6.17
Ubicacion,1112,CONECTA_CON,Ubicacion,3954,2.15,3.14
Ubicacion,1112,CONECTA_CON,Ubicacion,3001,9.02,10.96
Ubicacion,1113,CONECTA_CON,Ubicacion,449,7.23,7.49
Ubicacion,1113,CONECTA_CON,Ubicacion,2914,4.7,4.74
Ubicacion,1113,CONECTA_CON,Ubicacion,2785,7.08,8.42
Ubicacion,1114,CONECTA_CON,Ubicacion,1998,7.16,9.43
Ubicacion,1114,CONECTA_CON,Ubicacion,3249,9.08,13.47
Ubicacion,1114,CONECTA_CON,Ubicacion,212,5.84,7.02
Ubicacion,1115,CONECTA_CON,Ubicacion,3116,5.75,10.24
Ubicacion,1115,CONECTA_CON,Ubicacion,1424,7.65,11.28
Ubicacion,1115,CONECTA_CON,Ubicacion,1112,2.01,2.94
Ubicacion,1116,CONECTA_CON,Ubicacion,3680,9.01,10.84
Ubicacion,1116,CONECTA_CON,Ubicacion,1506,1.38,2.24
Ubicacion,1116,CONECTA_CON,Ubicacion,3186,3.04,8.27
Ubicacion,1117,CONECTA_CON,Ubicacion,3713,8.89,18.78
Ubicacion,1117,CONECTA_CON,Ubicacion,4993,8.36,18.87
Ubicacion,1117,CONECTA_CON,Ubicacion,4030,7.09,11.12
Ubicacion,1118,CONECTA_CON,Ubicacion,2964,6.47,8.31
Ubicacion,1118,CONECTA_CON,Ubicacion,2047,2.14,3.15
Ubicacion,1118,CONECTA_CON,Ubicacion,705,8.37,9.06
Ubicacion,1119,CONECTA_CON,Ubicacion,4139,9.23,17.25
Ubicacion,1119,CONECTA_CON,Ubicacion,4577,8.73,11.65
Ubicacion,1119,CONECTA_CON,Ubicacion,2520,3.61,8.48
Ubicacion,1120,CONECTA_CON,Ubicacion,3253,2.02,3.32
Ubicacion,1120,CONECTA_CON,Ubicacion,3998,4.86,5.69
Ubicacion,1120,CONECTA_CON,Ubicacion,4962,0.8,1.17
Ubicacion,1121,CONECTA_CON,Ubicacion,1917,8.7,10.2
Ubicacion,1121,CONECTA_CON,Ubicacion,2115,8.06,14.96
Ubicacion,1121,CONECTA_CON,Ubicacion,1738,1.81,2.24
Ubicacion,1122,CONECTA_CON,Ubicacion,3,3.55,4.68
Ubicacion,1122,CONECTA_CON,Ubicacion,1748,4.48,6.32
Ubicacion,1122,CONECTA_CON,Ubicacion,2953,6.0,15.57
Ubicacion,1123,CONECTA_CON,Ubicacion,1207,5.18,6.06
Ubicacion,1123,CONECTA_CON,Ubicacion,2146,4.8,5.48
Ubicacion,1123,CONECTA_CON,Ubicacion,1678,0.85,1.27
Ubicacion,1124,CONECTA_CON,Ubicacion,1669,2.17,2.72
Ubicacion,1124,CONECTA_CON,Ubicacion,2367,4.21,5.55
Ubicacion,1124,CONECTA_CON,Ubicacion,1917,5.78,7.18
Ubicacion,1125,CONECTA_CON,Ubicacion,4560,2.5,3.68
Ubicacion,1125,CONECTA_CON,Ubicacion,1936,8.2,9.92
Ubicacion,1125,CONECTA_CON,Ubicacion,1051,4.96,7.32
Ubicacion,1126,CONECTA_CON,Ubicacion,4068,2.57,5.5
Ubicacion,1126,CONECTA_CON,Ubicacion,4539,5.1,12.64
Ubicacion,1126,CONECTA_CON,Ubicacion,2861,6.33,12.2
Ubicacion,1127,CONECTA_CON,Ubicacion,3652,0.65,1.22
Ubicacion,1127,CONECTA_CON,Ubicacion,526,1.43,1.52
Ubicacion,1127,CONECTA_CON,Ubicacion,3315,8.01,8.85
Ubicacion,1128,CONECTA_CON,Ubicacion,2219,8.69,13.37
Ubicacion,1128,CONECTA_CON,Ubicacion,1296,7.9,13.93
Ubicacion,1128,CONECTA_CON,Ubicacion,3077,1.85,2.01
Ubicacion,1129,CONECTA_CON,Ubicacion,2902,9.46,10.57
Ubicacion,1129,CONECTA_CON,Ubicacion,3046,6.23,8.44
Ubicacion,1129,CONECTA_CON,Ubicacion,445,8.97,9.47
Ubicacion,1130,CONECTA_CON,Ubicacion,1278,7.27,10.07
Ubicacion,1130,CONECTA_CON,Ubicacion,99,4.03,10.63
Ubicacion,1130,CONECTA_CON,Ubicacion,3000,1.7,1.84
Ubicacion,1131,CONECTA_CON,Ubicacion,391,3.06,8.16
Ubicacion,1131,CONECTA_CON,Ubicacion,371,3.32,9.01
Ubicacion,1131,CONECTA_CON,Ubicacion,4976,3.14,4.19
Ubicacion,1132,CONECTA_CON,Ubicacion,647,2.9,3.16
Ubicacion,1132,CONECTA_CON,Ubicacion,1330,7.51,13.41
Ubicacion,1132,CONECTA_CON,Ubicacion,1312,9.5,13.99
Ubicacion,1133,CONECTA_CON,Ubicacion,4450,4.67,6.57
Ubicacion,1133,CONECTA_CON,Ubicacion,1607,5.37,5.69
Ubicacion,1133,CONECTA_CON,Ubicacion,4300,2.1,5.62
Ubicacion,1134,CONECTA_CON,Ubicacion,1381,8.12,8.7
Ubicacion,1134,CONECTA_CON,Ubicacion,3039,5.19,14.68
Ubicacion,1134,CONECTA_CON,Ubicacion,3312,7.21,10.58
Ubicacion,1135,CONECTA_CON,Ubicacion,3610,1.5,2.04
Ubicacion,1135,CONECTA_CON,Ubicacion,2774,5.6,8.17
Ubicacion,1135,CONECTA_CON,Ubicacion,646,6.7,12.65
Ubicacion,1136,CONECTA_CON,Ubicacion,2083,9.18,9.6
Ubicacion,1136,CONECTA_CON,Ubicacion,4639,1.87,2.19
Ubicacion,1136,CONECTA_CON,Ubicacion,2525,3.57,4.13
Ubicacion,1137,CONECTA_CON,Ubicacion,793,7.67,11.06
Ubicacion,1137,CONECTA_CON,Ubicacion,1083,7.32,17.84
Ubicacion,1137,CONECTA_CON,Ubicacion,4812,2.93,3.9
Ubicacion,1138,CONECTA_CON,Ubicacion,4904,8.76,12.65
Ubicacion,1138,CONECTA_CON,Ubicacion,4702,3.3,5.08
Ubicacion,1138,CONECTA_CON,Ubicacion,2168,6.18,7.71
Ubicacion,1139,CONECTA_CON,Ubicacion,4379,6.04,9.85
Ubicacion,1139,CONECTA_CON,Ubicacion,3079,2.5,3.56
Ubicacion,1139,CONECTA_CON,Ubicacion,3,3.99,7.99
Ubicacion,1140,CONECTA_CON,Ubicacion,3904,5.36,6.76
Ubicacion,1140,CONECTA_CON,Ubicacion,2516,5.99,6.04
Ubicacion,1140,CONECTA_CON,Ubicacion,4060,6.6,7.08
Ubicacion,1141,CONECTA_CON,Ubicacion,3455,5.44,7.71
Ubicacion,1141,CONECTA_CON,Ubicacion,2896,5.82,8.43
Ubicacion,1141,CONECTA_CON,Ubicacion,1615,5.73,8.94
Ubicacion,1142,CONECTA_CON,Ubicacion,3094,6.12,11.9
Ubicacion,1142,CONECTA_CON,Ubicacion,4296,8.83,10.37
Ubicacion,1142,CONECTA_CON,Ubicacion,700,3.09,4.32
Ubicacion,1143,CONECTA_CON,Ubicacion,657,4.73,13.92
Ubicacion,1143,CONECTA_CON,Ubicacion,515,6.28,13.77
Ubicacion,1143,CONECTA_CON,Ubicacion,3914,1.52,2.29
Ubicacion,1144,CONECTA_CON,Ubicacion,2407,4.36,12.62
Ubicacion,1144,CONECTA_CON,Ubicacion,860,4.31,4.88
Ubicacion,1144,CONECTA_CON,Ubicacion,2857,3.9,5.93
Ubicacion,1145,CONECTA_CON,Ubicacion,139,5.5,7.55
Ubicacion,1145,CONECTA_CON,Ubicacion,2991,0.63,1.46
Ubicacion,1145,CONECTA_CON,Ubicacion,2341,6.85,13.03
Ubicacion,1146,CONECTA_CON,Ubicacion,3262,8.34,9.29
Ubicacion,1146,CONECTA_CON,Ubicacion,334,9.94,25.6
Ubicacion,1146,CONECTA_CON,Ubicacion,1310,4.09,8.17
Ubicacion,1147,CONECTA_CON,Ubicacion,2767,3.63,4.1
Ubicacion,1147,CONECTA_CON,Ubicacion,3126,8.19,8.3
Ubicacion,1147,CONECTA_CON,Ubicacion,4715,9.75,12.19
Ubicacion,1148,CONECTA_CON,Ubicacion,826,4.85,7.4
Ubicacion,1148,CONECTA_CON,Ubicacion,1039,6.03,6.55
Ubicacion,1148,CONECTA_CON,Ubicacion,2355,2.66,2.95
Ubicacion,1149,CONECTA_CON,Ubicacion,1719,1.26,2.19
Ubicacion,1149,CONECTA_CON,Ubicacion,1943,4.23,4.4
Ubicacion,1149,CONECTA_CON,Ubicacion,3276,3.91,8.63
Ubicacion,1150,CONECTA_CON,Ubicacion,3507,8.65,10.92
Ubicacion,1150,CONECTA_CON,Ubicacion,1766,7.16,10.31
Ubicacion,1150,CONECTA_CON,Ubicacion,2231,3.03,3.37
Ubicacion,1151,CONECTA_CON,Ubicacion,3699,8.0,13.96
Ubicacion,1151,CONECTA_CON,Ubicacion,2401,9.74,12.06
Ubicacion,1151,CONECTA_CON,Ubicacion,809,8.35,17.99
Ubicacion,1152,CONECTA_CON,Ubicacion,3871,8.79,10.92
Ubicacion,1152,CONECTA_CON,Ubicacion,1451,0.63,1.04
Ubicacion,1152,CONECTA_CON,Ubicacion,1525,9.9,11.33
Ubicacion,1153,CONECTA_CON,Ubicacion,3711,6.57,8.85
Ubicacion,1153,CONECTA_CON,Ubicacion,970,6.19,9.58
Ubicacion,1153,CONECTA_CON,Ubicacion,2423,0.61,1.2
Ubicacion,1154,CONECTA_CON,Ubicacion,2720,6.55,8.52
Ubicacion,1154,CONECTA_CON,Ubicacion,320,3.92,5.0
Ubicacion,1154,CONECTA_CON,Ubicacion,1343,9.01,13.96
Ubicacion,1155,CONECTA_CON,Ubicacion,493,6.57,8.47
Ubicacion,1155,CONECTA_CON,Ubicacion,4511,9.09,11.61
Ubicacion,1155,CONECTA_CON,Ubicacion,130,1.97,1.99
Ubicacion,1156,CONECTA_CON,Ubicacion,1344,6.02,15.62
Ubicacion,1156,CONECTA_CON,Ubicacion,4821,6.0,8.33
Ubicacion,1156,CONECTA_CON,Ubicacion,4410,4.17,4.38
Ubicacion,1157,CONECTA_CON,Ubicacion,2789,8.8,9.62
Ubicacion,1157,CONECTA_CON,Ubicacion,4451,9.85,14.48
Ubicacion,1157,CONECTA_CON,Ubicacion,956,7.1,7.82
Ubicacion,1158,CONECTA_CON,Ubicacion,4277,8.35,13.44
Ubicacion,1158,CONECTA_CON,Ubicacion,2601,5.39,7.2
Ubicacion,1158,CONECTA_CON,Ubicacion,4195,3.84,4.97
Ubicacion,1159,CONECTA_CON,Ubicacion,4986,1.17,1.39
Ubicacion,1159,CONECTA_CON,Ubicacion,1753,9.48,18.46
Ubicacion,1159,CONECTA_CON,Ubicacion,1653,7.12,11.94
Ubicacion,1160,CONECTA_CON,Ubicacion,588,5.35,7.3
Ubicacion,1160,CONECTA_CON,Ubicacion,744,3.7,5.75
Ubicacion,1160,CONECTA_CON,Ubicacion,3922,5.54,8.88
Ubicacion,1161,CONECTA_CON,Ubicacion,108,1.79,3.83
Ubicacion,1161,CONECTA_CON,Ubicacion,2981,8.55,9.74
Ubicacion,1161,CONECTA_CON,Ubicacion,368,2.59,3.07
Ubicacion,1162,CONECTA_CON,Ubicacion,2242,6.13,17.51
Ubicacion,1162,CONECTA_CON,Ubicacion,4876,1.88,4.52
Ubicacion,1162,CONECTA_CON,Ubicacion,2850,4.22,6.89
Ubicacion,1163,CONECTA_CON,Ubicacion,857,6.78,13.38
Ubicacion,1163,CONECTA_CON,Ubicacion,2923,10.0,12.06
Ubicacion,1163,CONECTA_CON,Ubicacion,2578,6.28,6.36
Ubicacion,1164,CONECTA_CON,Ubicacion,2007,2.15,4.96
Ubicacion,1164,CONECTA_CON,Ubicacion,4077,4.72,7.75
Ubicacion,1164,CONECTA_CON,Ubicacion,3448,8.72,9.05
Ubicacion,1165,CONECTA_CON,Ubicacion,3673,1.14,2.75
Ubicacion,1165,CONECTA_CON,Ubicacion,4264,7.53,13.19
Ubicacion,1165,CONECTA_CON,Ubicacion,2441,2.37,4.79
Ubicacion,1166,CONECTA_CON,Ubicacion,4515,8.17,14.2
Ubicacion,1166,CONECTA_CON,Ubicacion,1578,3.28,4.39
Ubicacion,1166,CONECTA_CON,Ubicacion,3252,3.14,7.04
Ubicacion,1167,CONECTA_CON,Ubicacion,2709,1.2,1.95
Ubicacion,1167,CONECTA_CON,Ubicacion,782,1.61,1.93
Ubicacion,1167,CONECTA_CON,Ubicacion,1558,1.05,1.31
Ubicacion,1168,CONECTA_CON,Ubicacion,2280,9.0,10.94
Ubicacion,1168,CONECTA_CON,Ubicacion,4608,5.77,11.1
Ubicacion,1168,CONECTA_CON,Ubicacion,1643,0.82,2.17
Ubicacion,1169,CONECTA_CON,Ubicacion,2168,4.38,11.33
Ubicacion,1169,CONECTA_CON,Ubicacion,4750,9.84,18.53
Ubicacion,1169,CONECTA_CON,Ubicacion,1044,3.01,3.5
Ubicacion,1170,CONECTA_CON,Ubicacion,4038,3.84,4.53
Ubicacion,1170,CONECTA_CON,Ubicacion,187,7.01,7.32
Ubicacion,1170,CONECTA_CON,Ubicacion,1688,2.34,4.87
Ubicacion,1171,CONECTA_CON,Ubicacion,3300,6.61,9.22
Ubicacion,1171,CONECTA_CON,Ubicacion,1221,8.36,12.61
Ubicacion,1171,CONECTA_CON,Ubicacion,4101,1.62,2.02
Ubicacion,1172,CONECTA_CON,Ubicacion,2730,8.67,9.47
Ubicacion,1172,CONECTA_CON,Ubicacion,2422,1.12,1.35
Ubicacion,1172,CONECTA_CON,Ubicacion,4980,9.45,16.98
Ubicacion,1173,CONECTA_CON,Ubicacion,2343,1.63,1.97
Ubicacion,1173,CONECTA_CON,Ubicacion,4992,2.39,4.38
Ubicacion,1173,CONECTA_CON,Ubicacion,1853,7.8,10.13
Ubicacion,1174,CONECTA_CON,Ubicacion,3380,6.86,10.25
Ubicacion,1174,CONECTA_CON,Ubicacion,1939,7.35,8.73
Ubicacion,1174,CONECTA_CON,Ubicacion,628,2.1,2.78
Ubicacion,1175,CONECTA_CON,Ubicacion,2773,6.51,7.25
Ubicacion,1175,CONECTA_CON,Ubicacion,1606,6.44,15.07
Ubicacion,1175,CONECTA_CON,Ubicacion,2772,4.07,9.2
Ubicacion,1176,CONECTA_CON,Ubicacion,204,2.4,3.38
Ubicacion,1176,CONECTA_CON,Ubicacion,4746,6.44,7.12
Ubicacion,1176,CONECTA_CON,Ubicacion,333,2.64,2.94
Ubicacion,1177,CONECTA_CON,Ubicacion,4906,1.94,2.91
Ubicacion,1177,CONECTA_CON,Ubicacion,4395,7.97,8.04
Ubicacion,1177,CONECTA_CON,Ubicacion,4411,5.71,9.67
Ubicacion,1178,CONECTA_CON,Ubicacion,4842,9.59,12.6
Ubicacion,1178,CONECTA_CON,Ubicacion,3941,7.37,7.54
Ubicacion,1178,CONECTA_CON,Ubicacion,262,7.37,18.76
Ubicacion,1179,CONECTA_CON,Ubicacion,60,6.44,8.02
Ubicacion,1179,CONECTA_CON,Ubicacion,1751,7.7,10.28
Ubicacion,1179,CONECTA_CON,Ubicacion,2048,8.84,25.5
Ubicacion,1180,CONECTA_CON,Ubicacion,1464,2.99,3.54
Ubicacion,1180,CONECTA_CON,Ubicacion,4621,5.95,14.12
Ubicacion,1180,CONECTA_CON,Ubicacion,4099,4.09,5.02
Ubicacion,1181,CONECTA_CON,Ubicacion,877,1.9,2.98
Ubicacion,1181,CONECTA_CON,Ubicacion,881,7.28,7.84
Ubicacion,1181,CONECTA_CON,Ubicacion,1539,7.65,7.76
Ubicacion,1182,CONECTA_CON,Ubicacion,4076,5.32,5.72
Ubicacion,1182,CONECTA_CON,Ubicacion,4866,8.29,9.37
Ubicacion,1182,CONECTA_CON,Ubicacion,467,9.82,15.71
Ubicacion,1183,CONECTA_CON,Ubicacion,369,1.82,2.91
Ubicacion,1183,CONECTA_CON,Ubicacion,434,1.64,4.7
Ubicacion,1183,CONECTA_CON,Ubicacion,1596,2.52,5.58
Ubicacion,1184,CONECTA_CON,Ubicacion,4528,8.11,13.56
Ubicacion,1184,CONECTA_CON,Ubicacion,3400,7.96,7.97
Ubicacion,1184,CONECTA_CON,Ubicacion,2244,5.91,10.01
Ubicacion,1185,CONECTA_CON,Ubicacion,1686,1.94,3.09
Ubicacion,1185,CONECTA_CON,Ubicacion,3060,3.11,3.9
Ubicacion,1185,CONECTA_CON,Ubicacion,1014,8.61,21.06
Ubicacion,1186,CONECTA_CON,Ubicacion,887,6.95,16.27
Ubicacion,1186,CONECTA_CON,Ubicacion,3976,1.69,3.28
Ubicacion,1186,CONECTA_CON,Ubicacion,83,3.07,3.6
Ubicacion,1187,CONECTA_CON,Ubicacion,1463,5.55,6.71
Ubicacion,1187,CONECTA_CON,Ubicacion,4452,2.93,5.97
Ubicacion,1187,CONECTA_CON,Ubicacion,1943,3.63,4.44
Ubicacion,1188,CONECTA_CON,Ubicacion,2666,6.05,6.21
Ubicacion,1188,CONECTA_CON,Ubicacion,1106,8.97,11.8
Ubicacion,1188,CONECTA_CON,Ubicacion,2280,1.21,2.61
Ubicacion,1189,CONECTA_CON,Ubicacion,2844,9.24,17.98
Ubicacion,1189,CONECTA_CON,Ubicacion,1473,8.35,18.97
Ubicacion,1189,CONECTA_CON,Ubicacion,2086,1.75,1.93
Ubicacion,1190,CONECTA_CON,Ubicacion,1327,5.87,7.82
Ubicacion,1190,CONECTA_CON,Ubicacion,4334,6.45,7.14
Ubicacion,1190,CONECTA_CON,Ubicacion,4272,4.68,11.47
Ubicacion,1191,CONECTA_CON,Ubicacion,830,7.52,13.86
Ubicacion,1191,CONECTA_CON,Ubicacion,3425,7.68,18.25
Ubicacion,1191,CONECTA_CON,Ubicacion,3083,7.19,18.13
Ubicacion,1192,CONECTA_CON,Ubicacion,4897,5.99,7.9
Ubicacion,1192,CONECTA_CON,Ubicacion,709,7.54,17.11
Ubicacion,1192,CONECTA_CON,Ubicacion,179,3.8,5.33
Ubicacion,1193,CONECTA_CON,Ubicacion,846,2.4,2.59
Ubicacion,1193,CONECTA_CON,Ubicacion,31,6.89,9.86
Ubicacion,1193,CONECTA_CON,Ubicacion,521,1.69,3.01
Ubicacion,1194,CONECTA_CON,Ubicacion,4298,3.04,4.65
Ubicacion,1194,CONECTA_CON,Ubicacion,1932,1.23,1.63
Ubicacion,1194,CONECTA_CON,Ubicacion,3091,2.22,2.43
Ubicacion,1195,CONECTA_CON,Ubicacion,50,7.47,10.96
Ubicacion,1195,CONECTA_CON,Ubicacion,1690,1.63,1.65
Ubicacion,1195,CONECTA_CON,Ubicacion,4124,3.33,3.39
Ubicacion,1196,CONECTA_CON,Ubicacion,1873,2.73,5.36
Ubicacion,1196,CONECTA_CON,Ubicacion,834,2.23,3.19
Ubicacion,1196,CONECTA_CON,Ubicacion,1992,8.35,22.96
Ubicacion,1197,CONECTA_CON,Ubicacion,3426,1.37,1.4
Ubicacion,1197,CONECTA_CON,Ubicacion,3010,4.91,5.99
Ubicacion,1197,CONECTA_CON,Ubicacion,3634,0.81,0.89
Ubicacion,1198,CONECTA_CON,Ubicacion,2783,3.19,7.51
Ubicacion,1198,CONECTA_CON,Ubicacion,575,1.23,1.62
Ubicacion,1198,CONECTA_CON,Ubicacion,1027,2.35,2.55
Ubicacion,1199,CONECTA_CON,Ubicacion,3411,4.38,6.75
Ubicacion,1199,CONECTA_CON,Ubicacion,2154,3.68,5.44
Ubicacion,1199,CONECTA_CON,Ubicacion,2837,2.77,5.38
Ubicacion,1200,CONECTA_CON,Ubicacion,1865,7.14,10.59
Ubicacion,1200,CONECTA_CON,Ubicacion,3220,0.75,1.06
Ubicacion,1200,CONECTA_CON,Ubicacion,899,6.5,11.38
Ubicacion,1201,CONECTA_CON,Ubicacion,3980,6.25,17.9
Ubicacion,1201,CONECTA_CON,Ubicacion,4118,3.43,8.05
Ubicacion,1201,CONECTA_CON,Ubicacion,2865,9.75,12.4
Ubicacion,1202,CONECTA_CON,Ubicacion,2478,8.95,21.36
Ubicacion,1202,CONECTA_CON,Ubicacion,2610,9.19,16.88
Ubicacion,1202,CONECTA_CON,Ubicacion,2579,8.04,9.4
Ubicacion,1203,CONECTA_CON,Ubicacion,1904,5.15,8.42
Ubicacion,1203,CONECTA_CON,Ubicacion,3090,3.82,6.18
Ubicacion,1203,CONECTA_CON,Ubicacion,2823,4.43,7.24
Ubicacion,1204,CONECTA_CON,Ubicacion,4428,1.28,3.67
Ubicacion,1204,CONECTA_CON,Ubicacion,1418,5.35,6.24
Ubicacion,1204,CONECTA_CON,Ubicacion,2546,3.84,6.64
Ubicacion,1205,CONECTA_CON,Ubicacion,3803,6.79,11.52
Ubicacion,1205,CONECTA_CON,Ubicacion,4604,3.6,3.61
Ubicacion,1205,CONECTA_CON,Ubicacion,2184,6.61,13.82
Ubicacion,1206,CONECTA_CON,Ubicacion,4366,1.71,1.85
Ubicacion,1206,CONECTA_CON,Ubicacion,4520,6.37,9.14
Ubicacion,1206,CONECTA_CON,Ubicacion,871,5.35,6.74
Ubicacion,1207,CONECTA_CON,Ubicacion,871,7.76,16.44
Ubicacion,1207,CONECTA_CON,Ubicacion,1296,7.42,7.47
Ubicacion,1207,CONECTA_CON,Ubicacion,2014,2.9,6.23
Ubicacion,1208,CONECTA_CON,Ubicacion,478,8.02,11.92
Ubicacion,1208,CONECTA_CON,Ubicacion,232,3.48,10.1
Ubicacion,1208,CONECTA_CON,Ubicacion,1984,4.51,5.22
Ubicacion,1209,CONECTA_CON,Ubicacion,3581,8.37,11.05
Ubicacion,1209,CONECTA_CON,Ubicacion,4782,4.48,9.54
Ubicacion,1209,CONECTA_CON,Ubicacion,4812,1.82,2.31
Ubicacion,1210,CONECTA_CON,Ubicacion,3456,4.05,5.1
Ubicacion,1210,CONECTA_CON,Ubicacion,4410,8.3,9.28
Ubicacion,1210,CONECTA_CON,Ubicacion,4260,1.03,1.36
Ubicacion,1211,CONECTA_CON,Ubicacion,4251,3.6,4.07
Ubicacion,1211,CONECTA_CON,Ubicacion,4354,3.53,4.11
Ubicacion,1211,CONECTA_CON,Ubicacion,1101,6.23,12.1
