id,id_usuario,id_restaurante,fecha,estado
ped_00504,user_0426,res_0016,2024-11-27,entregado
ped_00505,user_0156,res_0022,2022-11-28,pendiente
ped_00506,user_0479,res_0091,2023-04-07,pendiente
ped_00507,user_0486,res_0067,2027-01-07,pendiente
ped_00508,user_0434,res_0011,2023-05-29,entregado
ped_00509,user_0326,res_0071,2023-07-17,entregado
ped_00510,user_0321,res_0039,2025-06-12,cancelado
ped_00511,user_0048,res_0065,2025-08-05,entregado
ped_00512,user_0304,res_0075,2022-11-12,entregado
ped_00513,user_0338,res_0080,2026-01-15,cancelado
ped_00514,user_0173,res_0073,2022-03-26,entregado
ped_00515,user_0042,res_0006,2027-04-27,cancelado
ped_00516,user_0395,res_0074,2023-06-27,cancelado
ped_00517,user_0108,res_0099,2025-03-17,pendiente
ped_00518,user_0317,res_0082,2022-03-04,pendiente
ped_00519,user_0456,res_0081,2025-01-22,pendiente
ped_00520,user_0329,res_0039,2024-09-16,entregado
ped_00521,user_0413,res_0088,2024-04-11,pendiente
ped_00522,user_0233,res_0010,2025-11-11,entregado
ped_00523,user_0081,res_0057,2024-05-01,pendiente
ped_00524,user_0238,res_0027,2023-11-28,cancelado
ped_00525,user_0074,res_0041,2026-10-31,cancelado
ped_00526,user_0164,res_0094,2026-10-29,pendiente
ped_00527,user_0500,res_0052,2022-09-25,pendiente
ped_00528,user_0264,res_0072,2022-08-06,pendiente
ped_00529,user_0124,res_0060,2022-09-08,pendiente
ped_00530,user_0231,res_0032,2022-10-16,entregado
ped_00531,user_0026,res_0038,2027-04-21,pendiente
ped_00532,user_0443,res_0079,2024-05-06,entregado
ped_00533,user_0493,res_0021,2026-07-25,pendiente
ped_00534,user_0479,res_0074,2026-01-16,pendiente
ped_00535,user_0098,res_0098,2022-11-23,pendiente
ped_00536,user_0264,res_0060,2024-10-18,pendiente
ped_00537,user_0255,res_0003,2022-07-04,pendiente
ped_00538,user_0259,res_0059,2027-06-03,entregado
ped_00539,user_0111,res_0075,2023-12-24,entregado
ped_00540,user_0026,res_0037,2024-10-10,cancelado
ped_00541,user_0452,res_0084,2025-10-09,pendiente
ped_00542,user_0147,res_0069,2022-01-17,entregado
ped_00543,user_0221,res_0018,2026-12-13,pendiente
ped_00544,user_0373,res_0047,2026-04-14,pendiente
ped_00545,user_0188,res_0006,2024-03-31,entregado
ped_00546,user_0292,res_0072,2023-02-03,pendiente
ped_00547,user_0284,res_0037,2022-05-31,pendiente
ped_00548,user_0259,res_0058,2026-04-15,cancelado
ped_00549,user_0144,res_0080,2025-10-25,cancelado
ped_00550,user_0061,res_0017,2027-06-20,entregado
ped_00551,user_0202,res_0048,2026-06-16,pendiente
ped_00552,user_0286,res_0047,2026-03-27,entregado
ped_00553,user_0102,res_0078,2024-11-08,pendiente
ped_00554,user_0257,res_0006,2022-04-03,entregado
ped_00555,user_0071,res_0092,2023-11-14,pendiente
ped_00556,user_0266,res_0059,2022-11-02,cancelado
ped_00557,user_0458,res_0066,2022-10-14,pendiente
ped_00558,user_0477,res_0079,2023-10-15,entregado
ped_00559,user_0202,res_0079,2026-02-23,pendiente
ped_00560,user_0304,res_0044,2024-11-04,cancelado
ped_00561,user_0273,res_0063,2025-12-22,cancelado
ped_00562,user_0154,res_0061,2026-07-29,entregado
ped_00563,user_0189,res_0043,2025-10-11,entregado
ped_00564,user_0214,res_0075,2023-09-23,cancelado
ped_00565,user_0447,res_0089,2025-07-12,entregado
ped_00566,user_0306,res_0061,2023-06-28,cancelado
ped_00567,user_0401,res_0100,2025-03-30,cancelado
ped_00568,user_0117,res_0093,2022-04-16,cancelado
ped_00569,user_0246,res_0022,2024-12-09,cancelado
ped_00570,user_0370,res_0080,2026-05-06,pendiente
ped_00571,user_0076,res_0088,2023-05-12,entregado
ped_00572,user_0294,res_0090,2022-08-14,entregado
ped_00573,user_0010,res_0057,2023-10-05,pendiente
ped_00574,user_0078,res_0053,2025-11-15,entregado
ped_00575,user_0211,res_0065,2026-05-07,cancelado
ped_00576,user_0472,res_0061,2026-11-23,cancelado
ped_00577,user_0373,res_0008,2025-12-16,entregado
ped_00578,user_0266,res_0027,2025-02-22,pendiente
ped_00579,user_0340,res_0062,2024-12-12,pendiente
ped_00580,user_0161,res_0023,2024-07-30,cancelado
ped_00581,user_0176,res_0070,2023-12-27,cancelado
ped_00582,user_0396,res_0093,2025-10-26,cancelado
ped_00583,user_0412,res_0089,2023-06-26,cancelado
ped_00584,user_0248,res_0025,2027-05-15,entregado
ped_00585,user_0143,res_0072,2023-09-04,entregado
ped_00586,user_0483,res_0039,2026-04-29,pendiente
ped_00587,user_0361,res_0027,2025-11-14,cancelado
ped_00588,user_0251,res_0041,2024-09-09,pendiente
ped_00589,user_0287,res_0093,2023-07-15,pendiente
ped_00590,user_0063,res_0074,2025-10-17,cancelado
ped_00591,user_0195,res_0051,2026-08-04,pendiente
ped_00592,user_0489,res_0099,2026-07-06,entregado
ped_00593,user_0149,res_0006,2023-08-13,cancelado
ped_00594,user_0041,res_0045,2027-03-08,pendiente
ped_00595,user_0336,res_0033,2026-03-11,pendiente
ped_00596,user_0110,res_0026,2026-08-23,cancelado
ped_00597,user_0139,res_0072,2025-11-26,pendiente
ped_00598,user_0071,res_0014,2025-06-14,cancelado
ped_00599,user_0301,res_0031,2023-05-12,entregado
ped_00600,user_0343,res_0068,2023-04-08,cancelado
ped_00601,user_0120,res_0007,2022-07-25,pendiente
ped_00602,user_0170,res_0092,2024-08-25,entregado
ped_00603,user_0349,res_0099,2022-10-09,entregado
ped_00604,user_0494,res_0071,2027-03-18,entregado
ped_00605,user_0209,res_0084,2027-03-30,pendiente
ped_00606,user_0245,res_0084,2023-02-13,pendiente
ped_00607,user_0165,res_0037,2025-08-15,entregado
ped_00608,user_0465,res_0099,2022-07-03,cancelado
ped_00609,user_0294,res_0030,2024-12-31,cancelado
ped_00610,user_0371,res_0005,2027-02-14,entregado
ped_00611,user_0214,res_0023,2027-03-28,entregado
ped_00612,user_0429,res_0051,2026-06-02,pendiente
ped_00613,user_0096,res_0096,2027-05-25,pendiente
ped_00614,user_0449,res_0005,2022-01-19,pendiente
ped_00615,user_0291,res_0078,2022-08-08,pendiente
ped_00616,user_0146,res_0059,2025-08-06,cancelado
ped_00617,user_0269,res_0064,2026-12-27,entregado
ped_00618,user_0436,res_0065,2024-08-16,pendiente
ped_00619,user_0099,res_0015,2023-11-09,entregado
ped_00620,user_0375,res_0059,2025-08-20,pendiente
ped_00621,user_0368,res_0024,2022-01-29,cancelado
ped_00622,user_0173,res_0038,2025-03-08,cancelado
ped_00623,user_0388,res_0025,2022-12-26,cancelado
ped_00624,user_0439,res_0082,2027-01-12,pendiente
ped_00625,user_0424,res_0055,2024-11-21,pendiente
ped_00626,user_0045,res_0052,2025-10-02,entregado
ped_00627,user_0095,res_0018,2024-09-04,pendiente
ped_00628,user_0480,res_0032,2022-01-14,pendiente
ped_00629,user_0197,res_0031,2024-07-03,pendiente
ped_00630,user_0489,res_0043,2023-09-11,cancelado
ped_00631,user_0371,res_0074,2022-01-24,pendiente
ped_00632,user_0335,res_0047,2025-11-19,entregado
ped_00633,user_0032,res_0086,2022-08-31,pendiente
ped_00634,user_0158,res_0021,2024-04-10,cancelado
ped_00635,user_0258,res_0091,2026-04-26,pendiente
ped_00636,user_0354,res_0016,2025-08-01,pendiente
ped_00637,user_0189,res_0079,2023-03-29,entregado
ped_00638,user_0491,res_0018,2024-09-06,entregado
ped_00639,user_0233,res_0096,2025-05-25,pendiente
ped_00640,user_0213,res_0090,2025-01-29,pendiente
ped_00641,user_0388,res_0069,2026-07-01,cancelado
ped_00642,user_0423,res_0028,2026-04-10,entregado
ped_00643,user_0349,res_0097,2025-05-05,entregado
ped_00644,user_0270,res_0058,2024-12-17,cancelado
ped_00645,user_0186,res_0010,2027-02-22,cancelado
ped_00646,user_0058,res_0008,2026-08-25,cancelado
ped_00647,user_0463,res_0065,2023-02-19,cancelado
ped_00648,user_0275,res_0020,2022-12-03,pendiente
ped_00649,user_0438,res_0067,2024-06-23,entregado
ped_00650,user_0349,res_0027,2026-01-08,cancelado
ped_00651,user_0251,res_0012,2027-01-15,cancelado
ped_00652,user_0229,res_0008,2024-07-17,entregado
ped_00653,user_0263,res_0054,2024-07-24,cancelado
ped_00654,user_0030,res_0072,2024-08-04,cancelado
ped_00655,user_0414,res_0040,2026-01-21,entregado
ped_00656,user_0203,res_0033,2026-07-31,entregado
ped_00657,user_0382,res_0028,2025-03-30,entregado
ped_00658,user_0024,res_0055,2023-12-07,cancelado
ped_00659,user_0033,res_0070,2022-05-04,entregado
ped_00660,user_0479,res_0061,2022-03-06,pendiente
ped_00661,user_0210,res_0024,2026-04-24,entregado
ped_00662,user_0393,res_0083,2026-02-02,cancelado
ped_00663,user_0494,res_0054,2024-02-06,pendiente
ped_00664,user_0230,res_0049,2024-02-09,entregado
ped_00665,user_0350,res_0085,2026-11-27,cancelado
ped_00666,user_0069,res_0084,2026-10-28,pendiente
ped_00667,user_0061,res_0023,2025-01-05,pendiente
ped_00668,user_0271,res_0017,2026-01-30,entregado
ped_00669,user_0428,res_0001,2026-03-29,entregado
ped_00670,user_0153,res_0060,2025-10-11,cancelado
ped_00671,user_0279,res_0055,2024-12-25,pendiente
ped_00672,user_0422,res_0030,2023-05-22,pendiente
ped_00673,user_0178,res_0020,2023-07-19,entregado
ped_00674,user_0480,res_0093,2026-04-17,entregado
ped_00675,user_0017,res_0085,2024-05-08,cancelado
ped_00676,user_0393,res_0003,2023-05-08,entregado
ped_00677,user_0035,res_0013,2025-05-01,entregado
ped_00678,user_0229,res_0077,2025-10-08,cancelado
ped_00679,user_0447,res_0007,2023-05-17,cancelado
ped_00680,user_0023,res_0052,2024-06-17,entregado
ped_00681,user_0277,res_0028,2026-03-25,entregado
ped_00682,user_0072,res_0065,2023-08-16,entregado
ped_00683,user_0418,res_0094,2025-03-25,pendiente
ped_00684,user_0296,res_0077,2026-05-02,cancelado
ped_00685,user_0420,res_0042,2023-05-01,pendiente
ped_00686,user_0449,res_0019,2025-09-14,cancelado
ped_00687,user_0114,res_0053,2023-09-08,pendiente
ped_00688,user_0032,res_0072,2027-04-27,cancelado
ped_00689,user_0451,res_0095,2027-02-10,entregado
ped_00690,user_0321,res_0087,2024-05-24,cancelado
ped_00691,user_0254,res_0007,2027-06-15,pendiente
ped_00692,user_0483,res_0083,2025-10-06,pendiente
ped_00693,user_0403,res_0068,2023-10-15,cancelado
ped_00694,user_0214,res_0053,2022-11-02,pendiente
ped_00695,user_0193,res_0024,2026-03-26,cancelado
ped_00696,user_0243,res_0031,2026-10-06,entregado
ped_00697,user_0154,res_0091,2022-10-23,pendiente
ped_00698,user_0469,res_0008,2025-02-25,pendiente
ped_00699,user_0496,res_0054,2025-02-15,cancelado
ped_00700,user_0069,res_0050,2023-05-13,pendiente
ped_00701,user_0105,res_0043,2025-08-17,entregado
ped_00702,user_0473,res_0058,2026-10-01,pendiente
ped_00703,user_0048,res_0069,2026-01-23,entregado
ped_00704,user_0027,res_0035,2024-02-12,cancelado
ped_00705,user_0310,res_0078,2022-03-22,entregado
ped_00706,user_0097,res_0098,2025-04-18,cancelado
ped_00707,user_0344,res_0072,2023-03-21,pendiente
ped_00708,user_0107,res_0043,2023-09-13,entregado
ped_00709,user_0109,res_0025,2027-05-25,cancelado
ped_00710,user_0061,res_0096,2026-03-25,pendiente
ped_00711,user_0469,res_0032,2025-11-25,cancelado
ped_00712,user_0361,res_0027,2024-03-23,entregado
ped_00713,user_0283,res_0042,2026-05-08,pendiente
ped_00714,user_0195,res_0060,2024-12-28,cancelado
ped_00715,user_0184,res_0040,2023-06-20,pendiente
ped_00716,user_0263,res_0064,2024-08-12,entregado
ped_00717,user_0412,res_0093,2024-08-19,pendiente
ped_00718,user_0469,res_0027,2024-01-30,pendiente
ped_00719,user_0212,res_0006,2025-02-26,entregado
ped_00720,user_0380,res_0019,2022-02-03,pendiente
ped_00721,user_0284,res_0075,2025-04-01,cancelado
ped_00722,user_0214,res_0038,2022-11-09,entregado
ped_00723,user_0169,res_0030,2024-02-17,cancelado
ped_00724,user_0427,res_0032,2024-10-19,cancelado
ped_00725,user_0336,res_0088,2023-11-23,pendiente
ped_00726,user_0391,res_0063,2027-06-03,cancelado
ped_00727,user_0329,res_0095,2024-10-01,pendiente
ped_00728,user_0087,res_0094,2026-06-17,pendiente
ped_00729,user_0087,res_0018,2026-01-15,cancelado
ped_00730,user_0251,res_0024,2027-02-21,cancelado
ped_00731,user_0329,res_0008,2024-12-09,entregado
ped_00732,user_0430,res_0010,2027-04-20,cancelado
ped_00733,user_0025,res_0098,2022-01-14,pendiente
ped_00734,user_0071,res_0081,2023-04-19,entregado
ped_00735,user_0363,res_0020,2022-01-19,entregado
ped_00736,user_0259,res_0059,2024-02-04,entregado
ped_00737,user_0317,res_0082,2025-09-27,cancelado
ped_00738,user_0468,res_0062,2025-09-12,pendiente
ped_00739,user_0009,res_0001,2024-12-25,cancelado
ped_00740,user_0211,res_0002,2022-02-04,cancelado
ped_00741,user_0370,res_0036,2025-01-02,pendiente
ped_00742,user_0009,res_0065,2026-07-24,cancelado
ped_00743,user_0346,res_0056,2026-07-10,entregado
ped_00744,user_0055,res_0013,2024-12-09,entregado
ped_00745,user_0124,res_0025,2025-06-23,cancelado
ped_00746,user_0130,res_0046,2023-07-02,pendiente
ped_00747,user_0041,res_0048,2027-05-19,pendiente
ped_00748,user_0236,res_0073,2023-05-14,cancelado
ped_00749,user_0116,res_0039,2025-11-01,entregado
ped_00750,user_0335,res_0084,2026-04-05,entregado
ped_00751,user_0048,res_0052,2024-02-16,pendiente
ped_00752,user_0283,res_0061,2022-04-25,cancelado
ped_00753,user_0005,res_0090,2022-12-17,entregado
ped_00754,user_0256,res_0056,2025-08-13,pendiente
ped_00755,user_0290,res_0013,2027-01-07,cancelado
ped_00756,user_0471,res_0006,2023-04-16,entregado
ped_00757,user_0462,res_0089,2026-12-23,cancelado
ped_00758,user_0244,res_0035,2022-04-06,entregado
ped_00759,user_0351,res_0036,2027-01-16,cancelado
ped_00760,user_0289,res_0085,2022-03-09,entregado
ped_00761,user_0476,res_0041,2022-02-02,entregado
ped_00762,user_0301,res_0019,2026-03-21,cancelado
ped_00763,user_0421,res_0051,2027-03-18,entregado
ped_00764,user_0154,res_0021,2025-02-28,entregado
ped_00765,user_0291,res_0050,2025-10-18,cancelado
ped_00766,user_0170,res_0050,2026-03-28,cancelado
ped_00767,user_0072,res_0089,2026-01-23,entregado
ped_00768,user_0257,res_0096,2027-06-19,pendiente
ped_00769,user_0028,res_0013,2024-06-14,entregado
ped_00770,user_0430,res_0010,2023-11-29,cancelado
ped_00771,user_0394,res_0079,2027-05-10,cancelado
ped_00772,user_0204,res_0100,2023-10-31,entregado
ped_00773,user_0325,res_0035,2026-05-24,pendiente
ped_00774,user_0252,res_0030,2023-12-30,cancelado
ped_00775,user_0482,res_0049,2024-06-03,entregado
ped_00776,user_0349,res_0075,2025-09-15,pendiente
ped_00777,user_0044,res_0099,2025-06-20,pendiente
ped_00778,user_0409,res_0032,2025-12-31,entregado
ped_00779,user_0043,res_0035,2022-11-12,pendiente
ped_00780,user_0365,res_0082,2022-11-12,cancelado
ped_00781,user_0200,res_0041,2024-01-09,entregado
ped_00782,user_0047,res_0001,2027-04-16,pendiente
ped_00783,user_0228,res_0047,2026-04-09,pendiente
ped_00784,user_0053,res_0017,2022-06-28,entregado
ped_00785,user_0221,res_0058,2025-02-14,cancelado
ped_00786,user_0263,res_0053,2022-07-31,entregado
ped_00787,user_0046,res_0046,2025-02-09,entregado
ped_00788,user_0306,res_0077,2026-05-26,pendiente
ped_00789,user_0443,res_0050,2022-01-26,pendiente
ped_00790,user_0212,res_0050,2026-05-15,entregado
ped_00791,user_0372,res_0072,2027-01-28,entregado
ped_00792,user_0293,res_0067,2022-12-14,cancelado
ped_00793,user_0195,res_0022,2022-10-12,pendiente
ped_00794,user_0155,res_0035,2024-10-06,entregado
ped_00795,user_0033,res_0022,2024-06-09,pendiente
ped_00796,user_0216,res_0039,2024-09-18,entregado
ped_00797,user_0185,res_0033,2027-04-18,entregado
ped_00798,user_0370,res_0081,2024-10-12,cancelado
ped_00799,user_0316,res_0026,2024-07-26,entregado
ped_00800,user_0070,res_0039,2022-01-14,pendiente
ped_00801,user_0171,res_0080,2024-02-18,pendiente
ped_00802,user_0226,res_0043,2024-05-31,cancelado
ped_00803,user_0499,res_0077,2022-10-06,pendiente
ped_00804,user_0165,res_0078,2027-04-25,cancelado
ped_00805,user_0103,res_0062,2023-10-06,entregado
ped_00806,user_0494,res_0051,2027-06-07,pendiente
ped_00807,user_0150,res_0095,2025-11-24,cancelado
ped_00808,user_0252,res_0074,2026-05-21,entregado
ped_00809,user_0167,res_0049,2023-07-29,pendiente
ped_00810,user_0187,res_0015,2027-03-24,cancelado
ped_00811,user_0103,res_0076,2025-01-22,entregado
ped_00812,user_0350,res_0099,2025-01-31,entregado
ped_00813,user_0488,res_0094,2024-08-03,cancelado
ped_00814,user_0108,res_0057,2026-06-22,pendiente
ped_00815,user_0426,res_0089,2022-05-22,pendiente
ped_00816,user_0345,res_0064,2022-10-13,cancelado
ped_00817,user_0156,res_0031,2023-06-02,cancelado
ped_00818,user_0079,res_0092,2024-05-16,pendiente
ped_00819,user_0038,res_0058,2025-05-09,pendiente
ped_00820,user_0299,res_0052,2024-12-30,cancelado
ped_00821,user_0473,res_0089,2024-05-06,cancelado
ped_00822,user_0019,res_0047,2025-12-07,cancelado
ped_00823,user_0305,res_0082,2027-02-16,entregado
ped_00824,user_0056,res_0099,2023-05-24,cancelado
ped_00825,user_0341,res_0046,2022-12-07,cancelado
ped_00826,user_0314,res_0006,2025-02-27,cancelado
ped_00827,user_0347,res_0083,2024-03-29,pendiente
ped_00828,user_0495,res_0056,2022-08-05,entregado
ped_00829,user_0051,res_0034,2023-03-31,cancelado
ped_00830,user_0383,res_0067,2025-02-16,cancelado
ped_00831,user_0353,res_0074,2023-03-29,pendiente
ped_00832,user_0192,res_0051,2024-08-06,cancelado
ped_00833,user_0302,res_0089,2024-10-21,entregado
ped_00834,user_0177,res_0004,2024-09-15,entregado
ped_00835,user_0152,res_0054,2027-03-01,entregado
ped_00836,user_0060,res_0094,2022-10-18,pendiente
ped_00837,user_0160,res_0044,2024-07-21,entregado
ped_00838,user_0267,res_0062,2023-12-15,pendiente
ped_00839,user_0050,res_0057,2026-01-18,cancelado
ped_00840,user_0232,res_0041,2022-05-18,pendiente
ped_00841,user_0023,res_0091,2022-08-24,entregado
ped_00842,user_0435,res_0044,2025-08-20,entregado
ped_00843,user_0347,res_0022,2027-03-20,cancelado
ped_00844,user_0125,res_0067,2022-12-24,cancelado
ped_00845,user_0082,res_0043,2025-02-20,pendiente
ped_00846,user_0491,res_0060,2023-04-20,pendiente
ped_00847,user_0323,res_0024,2023-01-17,cancelado
ped_00848,user_0337,res_0056,2024-03-21,entregado
ped_00849,user_0378,res_0079,2026-12-14,entregado
ped_00850,user_0231,res_0076,2024-05-29,pendiente
ped_00851,user_0003,res_0091,2023-03-16,entregado
ped_00852,user_0143,res_0097,2025-12-12,entregado
ped_00853,user_0296,res_0014,2026-06-26,cancelado
ped_00854,user_0096,res_0047,2023-10-30,entregado
ped_00855,user_0235,res_0015,2023-06-22,cancelado
ped_00856,user_0442,res_0063,2024-12-16,cancelado
ped_00857,user_0161,res_0077,2024-03-06,cancelado
ped_00858,user_0201,res_0076,2022-08-22,pendiente
ped_00859,user_0181,res_0059,2025-06-18,entregado
ped_00860,user_0417,res_0087,2025-12-16,pendiente
ped_00861,user_0471,res_0079,2025-04-23,entregado
ped_00862,user_0345,res_0018,2023-10-04,entregado
ped_00863,user_0123,res_0040,2022-08-28,entregado
ped_00864,user_0192,res_0089,2022-10-17,cancelado
ped_00865,user_0199,res_0054,2025-05-06,entregado
ped_00866,user_0295,res_0050,2024-05-16,entregado
ped_00867,user_0250,res_0082,2025-01-05,cancelado
ped_00868,user_0471,res_0083,2027-03-22,entregado
ped_00869,user_0285,res_0022,2024-09-29,pendiente
ped_00870,user_0072,res_0024,2023-10-07,pendiente
ped_00871,user_0318,res_0007,2026-11-08,pendiente
ped_00872,user_0488,res_0002,2024-09-19,entregado
ped_00873,user_0100,res_0050,2027-05-28,cancelado
ped_00874,user_0259,res_0084,2024-10-10,pendiente
ped_00875,user_0351,res_0063,2024-05-01,cancelado
ped_00876,user_0431,res_0057,2024-09-27,entregado
ped_00877,user_0043,res_0073,2022-03-05,entregado
ped_00878,user_0150,res_0005,2023-07-17,entregado
ped_00879,user_0276,res_0037,2022-12-11,pendiente
ped_00880,user_0290,res_0096,2026-05-02,pendiente
ped_00881,user_0282,res_0066,2022-08-20,cancelado
ped_00882,user_0059,res_0035,2026-05-07,cancelado
ped_00883,user_0422,res_0047,2025-01-15,entregado
ped_00884,user_0390,res_0093,2024-06-22,cancelado
ped_00885,user_0112,res_0055,2022-07-29,cancelado
ped_00886,user_0425,res_0084,2026-03-19,entregado
ped_00887,user_0153,res_0005,2024-07-10,pendiente
ped_00888,user_0179,res_0012,2024-06-18,entregado
ped_00889,user_0398,res_0031,2023-03-06,cancelado
ped_00890,user_0302,res_0089,2023-12-20,cancelado
ped_00891,user_0313,res_0081,2024-05-26,entregado
ped_00892,user_0316,res_0018,2026-05-27,entregado
ped_00893,user_0417,res_0027,2026-07-08,entregado
ped_00894,user_0292,res_0045,2024-12-26,pendiente
ped_00895,user_0306,res_0069,2022-12-11,pendiente
ped_00896,user_0361,res_0038,2023-08-16,cancelado
ped_00897,user_0137,res_0066,2027-01-18,cancelado
ped_00898,user_0418,res_0013,2022-10-05,pendiente
ped_00899,user_0471,res_0008,2023-07-22,cancelado
ped_00900,user_0065,res_0090,2026-11-09,entregado
ped_00901,user_0128,res_0019,2025-12-27,pendiente
ped_00902,user_0425,res_0032,2026-04-09,cancelado
ped_00903,user_0202,res_0063,2022-10-19,cancelado
ped_00904,user_0324,res_0035,2025-07-09,pendiente
ped_00905,user_0193,res_0058,2022-06-04,cancelado
ped_00906,user_0407,res_0099,2022-07-10,pendiente
ped_00907,user_0264,res_0096,2023-07-24,cancelado
ped_00908,user_0480,res_0048,2024-07-20,pendiente
ped_00909,user_0168,res_0075,2022-01-06,cancelado
ped_00910,user_0048,res_0094,2027-06-14,pendiente
ped_00911,user_0326,res_0086,2025-11-29,pendiente
ped_00912,user_0436,res_0009,2026-06-18,cancelado
ped_00913,user_0204,res_0028,2027-06-06,pendiente
ped_00914,user_0423,res_0028,2024-10-10,pendiente
ped_00915,user_0166,res_0037,2023-11-23,cancelado
ped_00916,user_0296,res_0017,2025-03-05,pendiente
ped_00917,user_0404,res_0044,2027-01-06,cancelado
ped_00918,user_0391,res_0007,2022-04-05,entregado
ped_00919,user_0321,res_0059,2022-02-03,entregado
ped_00920,user_0476,res_0021,2024-06-22,pendiente
ped_00921,user_0001,res_0055,2023-02-19,cancelado
ped_00922,user_0466,res_0017,2026-12-12,cancelado
ped_00923,user_0155,res_0021,2026-11-26,pendiente
ped_00924,user_0048,res_0084,2024-01-09,pendiente
ped_00925,user_0043,res_0048,2025-09-22,cancelado
ped_00926,user_0085,res_0007,2024-03-22,cancelado
ped_00927,user_0157,res_0093,2025-12-03,entregado
ped_00928,user_0220,res_0084,2022-07-06,cancelado
ped_00929,user_0049,res_0001,2023-03-14,pendiente
ped_00930,user_0040,res_0017,2025-04-30,entregado
ped_00931,user_0266,res_0088,2024-06-30,entregado
ped_00932,user_0005,res_0090,2023-12-05,entregado
ped_00933,user_0441,res_0055,2025-11-22,entregado
ped_00934,user_0245,res_0010,2023-04-14,pendiente
ped_00935,user_0046,res_0094,2026-07-09,entregado
ped_00936,user_0053,res_0041,2024-01-23,pendiente
ped_00937,user_0071,res_0049,2026-05-04,entregado
ped_00938,user_0329,res_0087,2022-10-20,entregado
ped_00939,user_0272,res_0073,2022-01-18,cancelado
ped_00940,user_0333,res_0022,2024-06-20,pendiente
ped_00941,user_0370,res_0028,2025-07-10,cancelado
ped_00942,user_0078,res_0053,2025-06-15,cancelado
ped_00943,user_0227,res_0028,2022-06-27,entregado
ped_00944,user_0072,res_0097,2022-09-10,cancelado
ped_00945,user_0374,res_0050,2023-12-21,pendiente
ped_00946,user_0162,res_0018,2023-05-23,pendiente
ped_00947,user_0331,res_0011,2023-05-24,cancelado
ped_00948,user_0308,res_0077,2026-01-16,cancelado
ped_00949,user_0146,res_0100,2027-04-12,cancelado
ped_00950,user_0014,res_0085,2026-11-29,pendiente
ped_00951,user_0106,res_0067,2025-05-27,cancelado
ped_00952,user_0097,res_0096,2024-03-13,pendiente
ped_00953,user_0331,res_0007,2026-05-25,entregado
ped_00954,user_0254,res_0050,2022-08-19,entregado
ped_00955,user_0256,res_0082,2025-05-01,entregado
ped_00956,user_0271,res_0002,2024-01-10,pendiente
ped_00957,user_0068,res_0050,2026-10-29,cancelado
ped_00958,user_0216,res_0047,2025-01-23,cancelado
ped_00959,user_0089,res_0098,2024-08-22,entregado
ped_00960,user_0009,res_0076,2022-05-19,entregado
ped_00961,user_0135,res_0028,2022-03-23,entregado
ped_00962,user_0486,res_0051,2024-11-03,pendiente
ped_00963,user_0322,res_0092,2024-10-23,pendiente
ped_00964,user_0217,res_0090,2024-04-03,entregado
ped_00965,user_0328,res_0069,2025-01-06,cancelado
ped_00966,user_0079,res_0036,2022-06-21,pendiente
ped_00967,user_0041,res_0066,2027-03-02,entregado
ped_00968,user_0499,res_0020,2025-01-03,pendiente
ped_00969,user_0201,res_0076,2025-07-23,cancelado
ped_00970,user_0349,res_0083,2022-05-16,pendiente
ped_00971,user_0358,res_0056,2026-02-03,entregado
ped_00972,user_0030,res_0032,2022-06-26,pendiente
ped_00973,user_0060,res_0059,2025-06-07,cancelado
ped_00974,user_0029,res_0040,2025-09-26,cancelado
ped_00975,user_0337,res_0095,2022-12-26,entregado
ped_00976,user_0007,res_0091,2022-10-09,cancelado
ped_00977,user_0006,res_0021,2024-10-13,pendiente
ped_00978,user_0268,res_0067,2026-05-23,cancelado
ped_00979,user_0133,res_0022,2024-02-01,entregado
ped_00980,user_0384,res_0100,2026-11-24,pendiente
ped_00981,user_0376,res_0016,2026-04-29,entregado
ped_00982,user_0172,res_0055,2023-07-12,cancelado
ped_00983,user_0033,res_0034,2025-12-29,cancelado
ped_00984,user_0322,res_0010,2024-10-13,pendiente
ped_00985,user_0262,res_0047,2022-04-24,pendiente
ped_00986,user_0440,res_0073,2022-12-08,pendiente
ped_00987,user_0081,res_0033,2026-05-03,entregado
ped_00988,user_0458,res_0074,2025-10-12,cancelado
ped_00989,user_0060,res_0030,2026-02-26,cancelado
ped_00990,user_0002,res_0006,2026-10-25,entregado
ped_00991,user_0126,res_0006,2024-08-24,pendiente
ped_00992,user_0197,res_0020,2023-01-02,entregado
ped_00993,user_0284,res_0092,2026-02-25,cancelado
ped_00994,user_0215,res_0029,2023-10-22,entregado
ped_00995,user_0214,res_0093,2023-10-18,pendiente
ped_00996,user_0423,res_0010,2025-03-16,pendiente
ped_00997,user_0062,res_0065,2025-10-10,entregado
ped_00998,user_0092,res_0029,2026-07-06,cancelado
ped_00999,user_0024,res_0052,2022-05-22,pendiente
ped_01000,user_0444,res_0037,2026-05-04,pendiente
ped_01001,user_0168,res_0012,2025-02-06,pendiente
ped_01002,user_0005,res_0048,2023-02-15,pendiente
ped_01003,user_0289,res_0039,2026-02-23,cancelado
ped_01004,user_0125,res_0060,2024-01-25,cancelado
ped_01005,user_0498,res_0064,2026-05-02,entregado
ped_01006,user_0376,res_0070,2026-04-07,entregado
ped_01007,user_0078,res_0001,2027-03-25,pendiente
ped_01008,user_0013,res_0030,2025-01-14,pendiente
